ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6964339,"Urey, Harold Clayton",尤瑞,,生命科學,,2020-03-16
6964340,"Ussachevsky, Vladimir",阿薩切夫斯基,,音樂,,2020-03-16
6964341,Valatin,瓦拉庭,,物理,,2020-03-16
6964342,"Van Allan, Richard",范阿倫,,音樂,,2020-03-16
6964343,"Van Allen, James Alfred",凡阿倫,,物理,,2020-03-16
6964344,van Alphen,凡阿爾芬,,物理,,2020-03-16
6964345,"van Arkel, Anton Eduard",凡阿爾寇,,物理,,2020-03-16
6964346,van Cittert,凡希特,,物理,,2020-03-16
6964347,"Van de Graaff,  Robert Jemison",凡迪格拉夫,,物理,,2020-03-16
6964348,"Van de Vate, Nancy",凡迪偉特,,音樂,,2020-03-16
6964349,"Van der Stucken, Frank",凡德斯達肯,,音樂,,2020-03-16
6964350,"Van Kampen, Christopher",凡坎朋,,音樂,,2020-03-16
6964351,"van 't Hoff, Jacobus Henricus",凡特侯夫,,物理,,2020-03-16
6964352,"van 't Hoff, Jacobus Henricus  Jr.",小凡特侯夫,,化學,,2020-03-16
6964353,"Van Vactor, David",凡瓦可特,,音樂,,2020-03-16
6964354,"Van Vleck, John Hasbrouck",凡弗雷可,,物理,,2020-03-16
6964355,"van Wyk, Arnold",凡偉可,,音樂,,2020-03-16
6964356,Vand,凡德,,物理,,2020-03-16
6964357,"Varése, Edgard",弗瑞思,,音樂,,2020-03-16
6964358,"Varnay, Astrid",瓦爾內,,音樂,,2020-03-16
6964359,"Williams, Ralph Vaughan","威廉斯,瑞夫",,音樂,,2020-03-16
6964360,"Vaughan, Denis","馮恩,丹尼斯",,音樂,,2020-03-16
6964361,"Vaughan, Elizabeth","馮恩,伊莉莎白",,音樂,,2020-03-16
6964362,"Veale, John",魏爾,,音樂,,2020-03-16
6964363,"Veasey, Josephine",魏希,,音樂,,2020-03-16
6964364,"Venables, Ian",魏拿博斯,,音樂,,2020-03-16
6964365,"Vercoe, Elizabeth",弗寇,,音樂,,2020-03-16
6964366,"Verne, Adela","文恩,阿黛拉",,音樂,,2020-03-16
6964367,"Verne, Mathilde","文恩,瑪悌爾德",,音樂,,2020-03-16
6964368,"Verrall, John",魏若,,音樂,,2020-03-16
6964369,"Verrett, Shirley",魏瑞特,,音樂,,2020-03-16
6964370,"Vickers, Jon",威可茲,,音樂,,2020-03-16
6964371,"Victory, Gerard",魏克特理,,音樂,,2020-03-16
6964372,Villari,偉拉理,,物理,,2020-03-16
6964373,"Villars, Felix",偉拉斯,,物理,,2020-03-16
6964374,"Vine, Carl",泛恩,,音樂,,2020-03-16
6964375,"Vinson, Robert",文森,,音樂,,2020-03-16
6964376,"Violette, Andrew",維歐雷特,,音樂,,2020-03-16
6964377,"Volans, Kevin",沃蘭斯,,音樂,,2020-03-16
6964378,"Volkov, Anatole Boris","沃寇夫,安那托利",,物理,,2020-03-16
6964379,"von Neumann, John",馮諾依門,,物理,,2020-03-16
6964380,"Von Stade, Frederica {Stade, Frederica von}",馮史塔德,,音樂,,2020-03-16
6964381,"Vreeland, F. K.",夫利蘭,,物理,,2020-03-16
6964382,"Vronsky, Vitya",弗阮斯基,,音樂,,2020-03-16
6964383,"Vyvyan, Jennifer",魏維恩,,音樂,,2020-03-16
6964384,"Waddington, Sidney",瓦丁騰,,音樂,,2020-03-16
6964385,Wadsley,瓦茲利,,物理,,2020-03-16
6964386,"Wagenaar, Bernard",瓦季納爾,,音樂,,2020-03-16
6964387,"Wager, Gregg",魏哲,,音樂,,2020-03-16
6964388,"Wagner, Herbert","瓦格納,赫伯特",,物理,,2020-03-16
6964389,"Wagner, Roger","瓦格納,拉傑",,音樂,,2020-03-16
6964390,"Wakefrield, Mary",魏克福瑞德,,音樂,,2020-03-16
6964391,Walden,渥登,,物理,,2020-03-16
6964392,"Walker, Edyth","沃克,伊迪絲",,音樂,,2020-03-16
6964393,"Walker, Ernest","沃克,恩尼斯特",,音樂,,2020-03-16
6964394,"Walker, Frank","沃克,法蘭克",,音樂,,2020-03-16
6964395,"Walker, Gwyneth V.","沃克,桂妮絲",,音樂,,2020-03-16
6964396,"Walker, Sir Gilbert Thomas","沃克,吉爾伯特",,物理,,2020-03-16
6964397,"Wallace, Alfred Russel","瓦里斯,阿福瑞德",,生命科學,,2020-03-16
6964398,"Wallace, Frank","瓦里斯,法蘭克",,音樂,,2020-03-16
6964399,"Wallace, Ian","瓦里斯,易恩",,音樂,,2020-03-16
6964400,"Wallace, Lucille","瓦里斯,路西爾",,音樂,,2020-03-16
6964401,"Wallace, Vincent","瓦里斯,文森",,音樂,,2020-03-16
6964402,"Wallace, William","瓦里斯,威廉",,音樂,,2020-03-16
6964403,"Wallenstein, Alfred",瓦倫斯代恩,,音樂,,2020-03-16
6964404,"Wallerstein, Lothar",瓦勒斯代恩,,音樂,,2020-03-16
6964405,"Walmisley, Thomas Attwood",沃密茲里,,音樂,,2020-03-16
6964406,"Walters, Gareth","沃特斯,蓋瑞士",,音樂,,2020-03-16
6964407,"Walters, Jess","沃特斯,傑斯",,音樂,,2020-03-16
6964408,"Walton, Ernest Thomas Sinton",渥頓,,物理,,2020-03-16
6964409,Wanner,瓦納,,物理,,2020-03-16
6964410,"Wannier,  Gregory Hugh",瓦尼爾,,物理,,2020-03-16
6964411,"Ward, David","沃德,大衛",,音樂,,2020-03-16
6964412,"Ward, Robert","沃德,羅伯特",,音樂,,2020-03-16
6964413,"Warfield, William",沃費爾德,,音樂,,2020-03-16
6964414,"Warlock, Peter",沃洛克,,音樂,,2020-03-16
6964415,"Warrack, Guy",沃瑞克,,音樂,,2020-03-16
6964416,"Warren, Elinor Remick","沃忍,伊莉諾",,音樂,,2020-03-16
6964417,"Warren, Leonard","沃忍,雷納德",,音樂,,2020-03-16
6964418,"Washburn, Robert",瓦許本,,音樂,,2020-03-16
6964419,"Waterhouse, William",瓦特豪斯,,音樂,,2020-03-16
6964420,"Waters, Joseph",瓦特斯,,音樂,,2020-03-16
6964421,"Watkins, Michael Blake",瓦特金斯,,音樂,,2020-03-16
6964422,"Watson, James Dewey","沃特森,詹姆斯",,生命科學,,2020-03-16
6964423,"Watson, Henry","瓦特森,亨利",,音樂,,2020-03-16
6964424,"Watson, Stephen","瓦特森,司蒂文",,音樂,,2020-03-16
6964425,"Watson, Sydney","瓦特森,西尼",,音樂,,2020-03-16
6964426,"Watt, James",瓦特,,物理,,2020-03-16
6964427,"Watts, André","瓦茨,安綴",,音樂,,2020-03-16
6964428,"Watts, Helen","瓦茨,海倫",,音樂,,2020-03-16
6964429,"Watts, Wintter","瓦茨,溫特",,音樂,,2020-03-16
6964430,"Webb, Dorothea",魏卜,,音樂,,2020-03-16
6964431,"Weber, Ben","韋伯,本恩",,音樂,,2020-03-16
6964432,"Webster-Garman, William",魏伯斯特-加曼,,音樂,,2020-03-16
6964433,"Weelkes, Thomas",衛爾可斯,,音樂,,2020-03-16
6964434,"Weidig, Adolf",外迪格,,音樂,,2020-03-16
6964435,"Weigel, Jay",外格爾,,音樂,,2020-03-16
6964436,"Weiland, Douglas",外倫德,,音樂,,2020-03-16
6964437,"Weill, Kurt",外爾,,音樂,,2020-03-16
6964438,"Weinberg, Erick Weinberg","外恩柏格,艾瑞克",,物理,,2020-03-16
6964439,"Weinberg, Jacob","外恩伯格,雅可布",,音樂,,2020-03-16
6964440,"Weingarten, Joseph",外恩加騰,,音樂,,2020-03-16
6964441,"Weinzweig, John",外恩茲外格,,音樂,,2020-03-16
6964442,"Weir, Judith",衛爾,,音樂,,2020-03-16
6964443,Weisberger,外斯伯格,,物理,,2020-03-16
6964444,"Weisgall, Hugo",外斯高,,音樂,,2020-03-16
6964445,"Weisgarber, Elliot",外斯加伯,,音樂,,2020-03-16
6964446,"Weiss, Adolf","外斯,阿斗夫",,音樂,,2020-03-16
6964447,"Welcher, Dan",魏爾徹,,音樂,,2020-03-16
6964448,"Weldon, George","魏爾登,喬治",,音樂,,2020-03-16
6964449,"Weldon, John","魏爾登,約翰",,音樂,,2020-03-16
6964450,"Welsh, Moray",魏爾許,,音樂,,2020-03-16
6964451,"Werrenrath, Reinald",魏忍拉斯,,音樂,,2020-03-16
6964452,"Wesley, Charles","魏斯理,查爾斯",,音樂,,2020-03-16
6964453,"Wesley, Samuel","魏斯理,薩繆爾",,音樂,,2020-03-16
6964454,"Wesley, Samuel Sebastian","魏斯理,瑟巴斯提安",,音樂,,2020-03-16
6964455,"West, John Ebenezer",魏斯特,,音樂,,2020-03-16
6964456,"Weston, George Frederick",魏司登,,物理,,2020-03-16
6964457,"Westrup, Jack Allan",魏斯綽普,,音樂,,2020-03-16
6964458,"Wheatstone, Sir Charles",衛司登,,物理,,2020-03-16
6964459,"Whelen, Christopher",魏倫,,音樂,,2020-03-16
6964460,"Whettam, Graham",魏騰,,音樂,,2020-03-16
6964461,"Whinyates, Seymour",汶耶茨,,音樂,,2020-03-16
6964462,"White, Felix Harold","外特,菲利克斯",,音樂,,2020-03-16
6964463,"White, Ian","外特,易恩",,音樂,,2020-03-16
6964464,"White, Maude Valerie","外特,茂黛",,音樂,,2020-03-16
6964465,"Whitehill, Clarence",外特希爾,,音樂,,2020-03-16
6964466,"Whitehouse, William",外特豪斯,,音樂,,2020-03-16
6964467,"Whiteman, Paul",外特門,,音樂,,2020-03-16
6964468,"Whithorne, Emerson",衛特侯恩,,音樂,,2020-03-16
6964469,"Whiting, Arthur Battelle",外廷,,音樂,,2020-03-16
6964470,"Whitlock, Percy",衛特洛可,,音樂,,2020-03-16
6964471,"Whittaker, Robert Harding","威特可,羅伯特",,生命科學,,2020-03-16
6964472,"Whittaker, William Gillies","威特可,威廉",,音樂,,2020-03-16
6964473,"Wick, Gian-Carlo",威可,,物理,,2020-03-16
6964474,"Wickham-Smith, Simon",衛肯-斯密思,,音樂,,2020-03-16
6964475,"Wicks, Allan","衛可斯,阿倫",,音樂,,2020-03-16
6964476,"Wicks, Camilla","衛可斯,卡蜜拉",,音樂,,2020-03-16
6964477,"Widdop, Walter",衛多普,,音樂,,2020-03-16
6964478,"Wiechert, Emil Johann",維謝,,物理,,2020-03-16
6964479,"Wiedemann, Joe","衛德門,周",,音樂,,2020-03-16
6964480,"Wiegold, Peter",外勾德,,音樂,,2020-03-16
6964481,"Wien,  Max",維因,,物理,,2020-03-16
6964482,"Wiener, Norbert",維納,,物理,,2020-03-16
6964483,"Wightman, Arthur Strong",外特門,,物理,,2020-03-16
6964484,"Wigner, Eugene Paul ""E. P.""  (Hungarian Wigner Jenő Pál)",維格納,,物理,,2020-03-16
6964485,"Wilberg, Mack",衛爾伯格,,音樂,,2020-03-16
6964486,"Wilbraham, John",衛爾卜韓,,音樂,,2020-03-16
6964487,"Wilbye, John",衛爾比,,音樂,,2020-03-16
6964488,"Wild, Earl",外爾德,,音樂,,2020-03-16
6964489,"Wilde, David",外爾得,,音樂,,2020-03-16
6964490,"Wilder, Alec",外爾德爾,,音樂,,2020-03-16
6964491,"Wilkins, Maurice Hugh Frederick",威爾肯斯,,生命科學,,2020-03-16
6964492,"Wilkinson, Marc","衛爾金森,馬克",,音樂,,2020-03-16
6964493,"Wilkinson, Stephen","衛爾金森,司蒂文",,音樂,,2020-03-16
6964494,"Willcocks, David",衛爾考克斯,,音樂,,2020-03-16
6964495,"Williams, Sir Peter Michael","威廉斯,彼得",,物理,,2020-03-16
6964496,"Williams, Adrian","威廉斯,阿德理安",,音樂,,2020-03-16
6964497,"Williams, Anna","威廉斯,安娜",,音樂,,2020-03-16
6964498,"Williams, Charles Lee","威廉斯,查爾斯李",,音樂,,2020-03-16
6964499,"Williams, Grace","威廉斯,葛瑞絲",,音樂,,2020-03-16
6964500,"Williams, John","威廉斯,約翰",,音樂,,2020-03-16
6964501,"Williams, John Towner","威廉斯,約翰•陶拿",,音樂,,2020-03-16
6964502,"Williams, Michael Glenn","威廉斯,麥可",,音樂,,2020-03-16
6964503,"Williamson, John Finley","威廉森,約翰",,音樂,,2020-03-16
6964504,"Williamson, Malcolm","威廉森,馬科姆",,音樂,,2020-03-16
6964505,"Wills, Arthur",衛爾斯,,音樂,,2020-03-16
6964506,"Willsher, Peter",衛爾歇,,音樂,,2020-03-16
6964507,Wilson,威爾森,,物理,,2020-03-16
6964508,"Wilson, Edmund","威爾森,艾德門德",,生命科學,,2020-03-16
6964509,"Wilson, Ian","威爾森,易恩",,音樂,,2020-03-16
6964510,"Wilson, Marie","威爾森,瑪莉",,音樂,,2020-03-16
6964511,"Wilson, Richard","威爾森,理查",,音樂,,2020-03-16
6964512,"Wilson, Steuart","威爾森,司都爾特",,音樂,,2020-03-16
6964513,"Wilson, Thomas","威爾森,湯瑪斯",,音樂,,2020-03-16
6964514,"Wimshurst, James",威姆雪斯特,,物理,,2020-03-16
6964515,"Wingham, Thomas",聞恩,,音樂,,2020-03-16
6964516,"Wishart, Peter",衛雪特,,音樂,,2020-03-16
6964517,"Witherspoon, Herbert",衛瑟斯卜恩,,音樂,,2020-03-16
6964518,"Wittgenstein, Paul",衛根史代因,,音樂,,2020-03-16
6964519,"Woese, Carl Richard",渥斯,,生命科學,,2020-03-16
6964520,"Wolf,  Emil",沃夫,,物理,,2020-03-16
6964521,"Wolfe, Julia","沃爾夫,茱莉亞",,音樂,,2020-03-16
6964522,"Wollaston, William Hyde",沃勒斯頓,,物理,,2020-03-16
6964523,"Wolpe, Stefan",沃爾普,,音樂,,2020-03-16
6964524,"Wood,  Robert Williams","伍德,羅伯特",,物理,,2020-03-16
6964525,"Wood, Haydn","伍德,海登",,音樂,,2020-03-16
6964526,"Wood, Henry J(oseph)","伍德,亨利",,音樂,,2020-03-16
6964527,"Wood, Hugh","伍德,休",,音樂,,2020-03-16
6964528,"Woods, Leona",伍茲,,物理,,2020-03-16
6964529,"Woodward, Roger",伍德沃得,,音樂,,2020-03-16
6964530,"Woodwell, George M.",伍德維爾,,生命科學,,2020-03-16
6964531,"Wooldrige, David",伍爾卓吉,,音樂,,2020-03-16
6964532,"Wordsworth, William",沃茲沃斯,,音樂,,2020-03-16
6964533,"Wright, Arthur Williams","賴特,阿瑟",,物理,,2020-03-16
6964534,"Wright, Denis","賴特,丹尼斯",,音樂,,2020-03-16
6964535,"Wright, Kenneth","賴特,肯尼斯",,音樂,,2020-03-16
6964536,"Wright, Mary C.","賴特,瑪麗",,音樂,,2020-03-16
6964537,Wu,吳,,物理,,2020-03-16
6964538,"Wulstan, David",伍爾斯丹,,音樂,,2020-03-16
6964539,"Wuorinen, Charles",沃瑞能,,音樂,,2020-03-16
6964540,"Wyner, Yehudi",外納,,音樂,,2020-03-16
6964541,"Yardumian, Richard",亞都米恩,,音樂,,2020-03-16
6964542,"Youmans, Vincent",佑門斯,,音樂,,2020-03-16
6964543,"Young, Alexander","楊恩,亞歷山大",,音樂,,2020-03-16
6964544,"Young, Douglas","楊恩,達格勒斯",,音樂,,2020-03-16
6964545,"Young, La Monte","楊恩,拉蒙提",,音樂,,2020-03-16
6964546,"Young, Percy M(arshall)","楊恩,普西",,音樂,,2020-03-16
6964547,"Young, Thomas","楊恩,湯瑪斯",,物理,,2020-03-16
6964548,"Young, Victor","楊恩,維克特",,音樂,,2020-03-16
6964549,Yvon,伊馮,,物理,,2020-03-16
6964550,"Zacharewitsch, Michael",薩凱爾維曲,,音樂,,2020-03-16
6964551,"Zádor, Jenő",薩多爾,,音樂,,2020-03-16
6964552,"Zaimont, Judith Lang",澤滿特,,音樂,,2020-03-16
6964553,"Zappa, Frank",薩柏,,音樂,,2020-03-16
6964554,"Zaras, Rudolf",薩勒斯,,音樂,,2020-03-16
6964555,"Zeisler, Fannie Bloomfield(Blumenfeld)",宰斯勒,,音樂,,2020-03-16
6964556,"Zeitlin, Zvi",宰特林,,音樂,,2020-03-16
6964557,"Zener, Clarence",季納,,物理,,2020-03-16
6964558,Zernicke,冊尼克,,物理,,2020-03-16
6964559,"Ziehn, Bernard",秦恩,,音樂,,2020-03-16
6964560,"Zimbalist, Efrem",晉伯里斯特,,音樂,,2020-03-16
6964561,"Zorian, Olive",左里恩,,音樂,,2020-03-16
6964562,"Zorn, John",左恩,,音樂,,2020-03-16
6964563,"Zukofsky, Paul",祖考夫斯基,,音樂,,2020-03-16
6964564,"Zwilich, Ellen Taaffe",茲威里可,,音樂,,2020-03-16
