ID,英文名稱,中文名稱,圖片,化學式,更新日期
1008595,umbellic acid,"繖[形]酸；2,4-二羥桂皮酸",,(HO)<Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CHCHCOOH</Font>,2012-11-26
1008596,umbelliferone; 7-hydroxycoumarin,繖[形]酮；7-羥香豆素,,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CHCHCOO</Font>,2012-11-26
1008597,umbellularic acid,繖柳二酸,,C<Sub>8</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1008598,umbellulone,繖柳酮,,C<Sub>10</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font>,2012-11-26
1008599,umbellulonic acid,繖柳酮酸,,C<Sub>9</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008600,umbilicaric acid,石茸酸,,C<Sub>25</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>10</Sub>,2012-11-26
1008601,γ-undecalactone,γ-十一酸內酯,,C<Sub>11</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008602,undecanal; undecylic aldehyde,十一醛,,C<Sub>10</Sub><Font>H</Font><Sub>19</Sub><Font>CHO</Font>,2012-11-26
1008603,undecandienoic acid,十一碳二烯酸,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>COOH</Font>,2012-11-26
1008604,undecandioic acid; undecane diacid,十一烷二酸,,C<Sub>9</Sub><Font>H</Font><Sub>18</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008605,undecane; hendecane,十一烷,,C<Sub>11</Sub><Font>H</Font><Sub>24</Sub>,2012-11-26
1008606,undecanedicarboxylic acid,十一烷二甲酸,,C<Sub>11</Sub><Font>H</Font><Sub>22</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008607,undecanoic acid,十一酸,,C<Sub>10</Sub><Font>H</Font><Sub>21</Sub><Font>COOH</Font>,2012-11-26
1008608,undecanol,十一醇,,C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>OH</Font>,2012-11-26
1008609,2-undecanol,2-十一醇,,C<Sub>9</Sub><Font>H</Font><Sub>19</Sub><Font>CH(OH)CH</Font><Sub>3</Sub>,2012-11-26
1008610,2-undecanone,2-十一酮,,C<Sub>9</Sub><Font>H</Font><Sub>19</Sub><Font>COCH</Font><Sub>3</Sub>,2012-11-26
1008611,undecanonitrile,十一腈,,C<Sub>10</Sub><Font>H</Font><Sub>19</Sub><Font>CN</Font>,2012-11-26
1008612,undecendioic acid,十一烯二酸,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008613,undecene; undecylene,十一烯,,C<Sub>11</Sub><Font>H</Font><Sub>22</Sub>,2012-11-26
1008614,10-undecen-1-al,10-十一烯-1-醛,,CH<Sub>2</Sub><Font>=CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>8</Sub><Font>CHO</Font>,2012-11-26
1008615,10-undecen-1-ol,10-十一烯-1-醇,,CH<Sub>2</Sub><Font>=CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>8</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008616,undecenedicarboxylic acid,十一烯二甲酸,,C<Sub>11</Sub><Font>H</Font><Sub>20</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008617,undecenoic acid,十一烯酸,,C<Sub>10</Sub><Font>H</Font><Sub>19</Sub><Font>COOH</Font>,2012-11-26
1008618,undecoic acid; undecylic acid,十一酸,,C<Sub>10</Sub><Font>H</Font><Sub>21</Sub><Font>COOH</Font>,2012-11-26
1008619,undecyl alcohol; n-undecyl alcohol,十一醇；正十一醇,,C<Sub>10</Sub><Font>H</Font><Sub>21</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008620,n-undecyl aldehyde,正十一醛,,C<Sub>10</Sub><Font>H</Font><Sub>21</Sub><Font>CHO</Font>,2012-11-26
1008621,n-undecyl cyanide; lauronitrile,正十二腈,,C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>CN</Font>,2012-11-26
1008622,γ-undecyl lactone,γ-十一[碳]內酯,,C<Sub>11</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008623,2-undecyl imidazole,2-十一基咪唑,,C<Sub>14</Sub><Font>H</Font><Sub>26</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
1008624,n-undecylamine,正十一胺,,C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008625,undecylenedicarboxylic acid,十一烯二甲酸；十三烯二酸,,C<Sub>11</Sub><Font>H</Font><Sub>20</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008626,undecylenic acid,十一烯酸,,C<Sub>10</Sub><Font>H</Font><Sub>19</Sub><Font>COOH</Font>,2012-11-26
1008627,undecylic aldehyde oxime,十一醛肟,,C<Sub>10</Sub><Font>H</Font><Sub>21</Sub><Font>CHNOH</Font>,2012-11-26
1008628,1-undecyne,1-十一炔,,"CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>8</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CH</Font>",2012-11-26
1008629,undecynedicarboxylic acid,十一炔二甲酸,,C<Sub>11</Sub><Font>H</Font><Sub>18</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008630,undecynedioic acid,十一炔二酸,,C<Sub>9</Sub><Font>H</Font><Sub>14</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008631,undecynic acid,十一炔酸,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>COOH</Font>,2012-11-26
1008632,uracil,尿嘧啶,,C<Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008633,uradal; adalin,阿大靈,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub><Font>C(Br)CONHCONH</Font><Sub>2</Sub>,2012-11-26
1008634,uramil,5-胺巴比妥酸；胺丙二醯脲,,H<Sub>2</Sub><Font>NCH(CONH)</Font><Sub>2</Sub><Font>CO</Font>,2012-11-26
1008635,urane,尿甾烷,,C<Sub>21</Sub><Font>H</Font><Sub>36</Sub>,2012-11-26
1008636,uranediol,尿甾烷二醇,,C<Sub>21</Sub><Font>H</Font><Sub>36</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008637,uranetriol,尿甾烷三醇,,C<Sub>21</Sub><Font>H</Font><Sub>36</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008638,uranine; fluorescein sodium,螢光素鈉,,C<Sub>20</Sub><Font>H</Font><Sub>10</Sub><Font>Na</Font><Sub>2</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1008639,urazole,脲唑,,C<Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008640,urea; carbamide,尿素；脲；胺甲醯胺,,H<Sub>2</Sub><Font>NCONH</Font><Sub>2</Sub>,2012-11-26
1008641,φ-urea; isourea; pseudourea,異脲；假脲,,H<Sub>2</Sub><Font>NC(OH)NH</Font>,2012-11-26
1008642,urea hydrochloride,脲鹽酸鹽,,H<Sub>2</Sub><Font>NCONH</Font><Sub>2</Sub><Font>·HCl</Font>,2012-11-26
1008643,urea oxalate,脲草酸鹽,,H<Sub>2</Sub><Font>NCONH</Font><Sub>2</Sub><Font>·C</Font><Sub>2</Sub><Font>H</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1008644,urea hydrogen peroxide,過氧化脲,,H<Sub>2</Sub><Font>NCONH</Font><Sub>2</Sub><Font>·H</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008645,ureidoacetic acid; hydantoic acid,脲乙酸,,H<Sub>2</Sub><Font>NCONHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008646,5-ureidohydantoin,5-脲尿囊素,,H<Sub>2</Sub><Font>NCONHC</Font><Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008647,urethane; ethyl carbamate,烏拉坦；胺甲酸乙酯,,H<Sub>2</Sub><Font>NCOOCH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008648,urethylan; methylurethane,胺甲酸甲酯,,H<Sub>2</Sub><Font>NCOOCH</Font><Sub>3</Sub>,2012-11-26
1008649,"6,6'-ureylene dinaphthol-3-sulfonic acid","6,6'-伸脲基二萘酚-3-磺酸",,C<Sub>21</Sub><Font>H</Font><Sub>16</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub><Font>S</Font><Sub>2</Sub>,2012-11-26
1008650,uric acid,尿酸,,C<Sub>5</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008651,uridine,尿苷,,C<Sub>9</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008652,uridine diphosphate galactose {= UDP-galactose},尿苷二磷酸半乳糖,,C<Sub>15</Sub><Font>H</Font><Sub>24</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>17</Sub><Font>P</Font><Sub>2</Sub>,2012-11-26
1008653,uridine diphosphate glucose {= UDP-glucose},尿苷二磷酸葡萄糖,,C<Sub>15</Sub><Font>H</Font><Sub>24</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>17</Sub><Font>P</Font><Sub>2</Sub>,2012-11-26
1008654,uridine 5'-diphosphate,尿苷5'-二磷酸酯,,C<Sub>9</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>12</Sub><Font>P</Font><Sub>2</Sub>,2012-11-26
1008655,uridine monophosphate {= UMP},尿苷單磷酸；尿苷酸,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub><Font>P</Font>,2012-11-26
1008656,uridine 5'-triphosphate,尿苷5'-三磷酸酯,,C<Sub>9</Sub><Font>H</Font><Sub>15</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>15</Sub><Font>P</Font><Sub>3</Sub>,2012-11-26
1008657,uridine 5'-phosphate,尿苷5'-磷酸酯,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub><Font>P</Font>,2012-11-26
1008658,uridoformamide; biuret,胺甲醯脲；貳縮脲,,H<Sub>2</Sub><Font>NCONHCONH</Font><Sub>2</Sub>,2012-11-26
1008659,5'-uridylic acid,5'-尿苷酸,,C<Sub>9</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub><Font>P</Font>,2012-11-26
1008660,1-uriodo-2-propanone; acetonylurea,脲丙酮；丙酮脲,,H<Sub>2</Sub><Font>NCONHCH</Font><Sub>2</Sub><Font>COCH</Font><Sub>3</Sub>,2012-11-26
1008661,urocanic acid; urocaninic acid,4-咪唑丙烯酸,,C<Sub>6</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008662,uroporphyrin(III),尿紫質(III),,C<Sub>40</Sub><Font>H</Font><Sub>38</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>16</Sub>,2012-11-26
1008663,uroporphyrinogen(III),尿紫元(III),,C<Sub>40</Sub><Font>H</Font><Sub>44</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>16</Sub>,2012-11-26
1008664,urotropin; hexamethylenetetramine,優洛托品；環六亞甲四胺,,C<Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>4</Sub>,2012-11-26
1008665,ursin; arbutin,熊果苷,,C<Sub>12</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1008666,ursol D; p-phenylenediamine,對-苯二胺,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>NH<sub>2</sub></p>,2012-11-26
1008667,ursolic acid; urson,熊果酸,,C<Sub>30</Sub><Font>H</Font><Sub>48</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008668,usnic acid,地衣酸；松蘿酸,,C<Sub>18</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1008669,uteroverdine; biliverdine,膽綠素,,C<Sub>33</Sub><Font>H</Font><Sub>34</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008670,uvic acid; dℓ-tartaric acid,dℓ-酒石酸,,(HOCHCOOH)<Sub>2</Sub>,2012-11-26
1008671,uvinic acid,"2,4-二甲呋喃-3-甲酸",,C<Sub>7</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008672,uvitic acid; uvitinic acid,5-甲間苯二甲酸,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1008673,uvitonic acid,"6-甲-2,4-吡啶二甲酸",,CH<Sub>3</Sub><Font>C</Font><Sub>5</Sub><Font>H</Font><Sub>2</Sub><Font>N(COOH)</Font><Sub>2</Sub>,2012-11-26
1008674,trans-11-octadecenoic acid,反-11-十八烯酸,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>5</Sub><Font>CH=CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>9</Sub><Font>COOH</Font>,2020-09-09
1008675,n-valeraldehyde; valeraldehyde; pentanal,正戊醛,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CHO</Font>,2012-11-26
1008676,valeraldehyde oxime,戊醛肟,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>CHNOH</Font>,2012-11-26
1008677,γ-oxovaleraldehyde; levulinaldehyde,4-戊酮醛,,CH<Sub>3</Sub><Font>CO(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>CHO</Font>,2012-11-26
1008678,valeramide,戊醯胺,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
1008679,n-valeric acid; valeric acid; pentanoic acid,正戊酸；纈草酸；戊酸,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>COOH</Font>,2012-11-26
1008680,valeric acid piperazinium salt,戊酸六氫吡【口+井】鹽,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COOH</Font>,2012-11-26
1008681,valeric aldehyde,戊醛,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>CHO</Font>,2012-11-26
1008682,valeric anhydride,戊[酸]酐,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008683,valeric chloride; valeryl chloride,戊醯氯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COCl</Font>,2012-11-26
1008684,valerin,三戊酸甘油酯,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>CO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008685,δ-valerolactone; δ-hydroxyvaleric acid lactone,δ-戊內酯,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
1008686,valeronitrile; butyl cyanide,戊腈,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CN</Font>,2012-11-26
1008687,valine,纈胺酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH(NH</Font><Sub>2</Sub><Font>)COOH</Font>,2012-11-26
1008688,valylene,2-甲-3-炔-1-丁烯,,"CH<Font html:Face=""細明體""x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CC(CH</Font><Sub>3</Sub><Font>)=CH</Font><Sub>2</Sub>",2012-11-26
1008689,vanillal; ethyl vanillin; vanirom,乙香草醛；4-羥-3-乙氧苯甲醛,,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OCH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub><Font>)CHO</Font>,2012-11-26
1008690,vanillalacetone,香草醛縮丙酮,,CH<Sub>3</Sub><Font>COCH=CHC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OCH</Font><Sub>3</Sub><Font>)OH</Font>,2012-11-26
1008691,vanillic acid,香草酸,,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OCH</Font><Sub>3</Sub><Font>(COOH)</Font>,2012-11-26
1008692,vanillin; vanillic aldehyde,香草醛；香草精,,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OCH</Font><Sub>3</Sub><Font>(CHO)</Font>,2012-11-26
1008693,vanillin acetate,乙酸香草醛酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OCH</Font><Sub>3</Sub><Font>(CHO)</Font>,2012-11-26
1008694,vanillin ethyl ether; 4-ethoxy-3-methoxy-benzaldehyde,香草醛乙醚；4-乙氧-3-甲氧苯甲醛,,(CH<Sub>3</Sub><Font>O)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>(CHO)</Font>,2012-11-26
1008695,vanillyl alcohol,香草醇,,CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008696,vasicine,肉葉芸鹼,,C<Sub>11</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008697,vellosimine,維洛斯明鹼,,C<Sub>19</Sub><Font>H</Font><Sub>20</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008698,Velsicol 1068; chlordan; chlordane,惟洗可1068；氯丹,,C<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>Cl</Font><Sub>8</Sub>,2012-11-26
1008699,veratraldehyde,藜蘆醛,,(CH<Sub>3</Sub><Font>O)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CHO</Font>,2012-11-26
1008700,veratramine,藜蘆胺,,(CH<Sub>3</Sub><Font>O)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008701,veratric acid,藜蘆酸,,(CH<Sub>3</Sub><Font>O)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>COOH</Font>,2012-11-26
1008702,veratridine,藜蘆定鹼,,C<Sub>36</Sub><Font>H</Font><Sub>51</Sub><Font>NO</Font><Sub>11</Sub>,2012-11-26
1008703,veratrine; cevadine,藜蘆鹼；塞凡定,,C<Sub>32</Sub><Font>H</Font><Sub>49</Sub><Font>NO</Font><Sub>9</Sub>,2012-11-26
1008704,veratrole,藜蘆醚；鄰-二甲氧苯,,<p>(CH<sub>3</sub>O)<sub>2</sub>C<sub>6</sub>H<sub>4</sub></p>,2012-11-26
1008705,veratryl alcohol,藜蘆醇,,(CH<Sub>3</Sub><Font>O)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008706,veratrylamine,藜蘆胺,,(CH<Sub>3</Sub><Font>O)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008707,verbanol,馬鞭醇,,C<Sub>10</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font>,2012-11-26
1008708,verbanone,馬鞭酮,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font>,2012-11-26
1008709,verbascose,毛蕊花糖,,C<Sub>30</Sub><Font>H</Font><Sub>52</Sub><Font>O</Font><Sub>26</Sub>,2012-11-26
1008710,verbenol,馬鞭烯醇,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font>,2012-11-26
1008711,verbenone,馬鞭烯酮,,C<Sub>10</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font>,2012-11-26
1008712,vernine; guanosine,鳥苷,,C<Sub>10</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>5</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1008713,"veronal; 5,5-diethylbarbituric acid","佛蘿那；5,5-二乙巴比妥酸",,C<Sub>8</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008714,Versene; EDTA tetrasodium,維耳新；EDTA四鈉,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>Na</Font><Sub>4</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
1008715,vetivalene; vetivazulene,"岩蘭薁；4,8-二甲-2-異丙薁",,C<Sub>15</Sub><Font>H</Font><Sub>18</Sub>,2012-11-26
1008716,vetivene,岩蘭烯,,C<Sub>15</Sub><Font>H</Font><Sub>24</Sub>,2012-11-26
1008717,vetivenol,岩蘭烯醇,,C<Sub>15</Sub><Font>H</Font><Sub>24</Sub><Font>O</Font>,2012-11-26
1008718,vetiverone; vetivone,岩蘭烯酮,,C<Sub>15</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font>,2012-11-26
1008719,vicianin,蠶豆氰苷,,C<Sub>19</Sub><Font>H</Font><Sub>25</Sub><Font>NO</Font><Sub>10</Sub>,2012-11-26
1008720,vicianose,蠶豆糖,,C<Sub>11</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>10</Sub>,2012-11-26
1008721,vicine,蠶豆苷,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1008722,vinaconic acid,"1,1-環丙二甲酸",,CH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>C(COOH)</Font><Sub>2</Sub>,2012-11-26
1008723,vinblastine,長春鹼,,C<Sub>46</Sub><Font>H</Font><Sub>58</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>9</Sub>,2012-11-26
1008724,vincamine; vincamidol,長春胺,,C<Sub>21</Sub><Font>H</Font><Sub>26</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008725,vincristine,長春新鹼,,C<Sub>46</Sub><Font>H</Font><Sub>56</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>10</Sub>,2012-11-26
1008726,vindoline,文朵靈鹼,,C<Sub>25</Sub><Font>H</Font><Sub>32</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008727,vinegar acid,醋酸；乙酸,,CH<Sub>3</Sub><Font>COOH</Font>,2012-11-26
1008728,vinegar naphtha; ethyl acetate,乙酸乙酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008729,vinyl acetate,乙酸乙烯酯,,CH<Sub>3</Sub><Font>COOCH=CH</Font><Sub>2</Sub>,2012-11-26
1008730,vinyl alcohol,乙烯醇,,CH<Sub>2</Sub><Font>=CHOH</Font>,2012-11-26
1008731,vinyl bromide,溴乙烯,,CH<Sub>2</Sub><Font>=CHBr</Font>,2012-11-26
1008732,vinyl butyl ether,乙烯基丁基醚,,CH<Sub>2</Sub><Font>=CHOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2012-11-26
1008733,vinyl chloride,氯乙烯,,CH<Sub>2</Sub><Font>=CHCl</Font>,2012-11-26
1008734,vinyl ether,二乙烯基醚；乙烯醚,,CH<Sub>2</Sub><Font>=CHOCH=CH</Font><Sub>2</Sub>,2012-11-26
1008735,vinyl ethyl ether,乙烯基乙基醚,,CH<Sub>2</Sub><Font>=CHOCH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008736,vinyl sulfide; vinyl thioether,二乙烯基硫醚；乙烯硫醚,,(CH<Sub>2</Sub><Font>=CH)</Font><Sub>2</Sub><Font>S</Font>,2012-11-26
1008737,"vinyl trichloride; 1,1,2-trichloroethane","1,1,2-三氯乙烷",,C<Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>Cl</Font><Sub>3</Sub>,2012-11-26
1008738,vinylacetic acid; 3-butenoic acid,乙烯乙酸；3-丁烯酸；β-丁烯酸,,CH<Sub>2</Sub><Font>=CHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008739,vinylacetonitrile; allyl cyanide,乙烯乙腈；氰化烯丙基,,CH<Sub>2</Sub><Font>=CHCH</Font><Sub>2</Sub><Font>CN</Font>,2012-11-26
1008740,vinylacetylene; 3-buten-1-yne,乙烯[基]乙炔；3-丁烯-1-炔,,"HC<Font html:Face=""細明體""x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CCH=CH</Font><Sub>2</Sub>",2012-11-26
1008741,"β-vinylacrylic acid; 2,4-pentadienoic acid","β-乙烯丙烯酸；2,4-戊二烯酸",,CH<Sub>2</Sub><Font>=CHCH=CHCOOH</Font>,2012-11-26
1008742,vinylamine,乙烯胺,,CH<Sub>2</Sub><Font>=CHNH</Font><Sub>2</Sub>,2012-11-26
1008743,o-vinylanisole,鄰-乙烯苯基甲基醚；鄰-乙烯大茴香醚,,<p>CH<sub>2</sub>=CHC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2012-11-26
1008744,vinylbenzene; styrene,苯乙烯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH=CH</Font><Sub>2</Sub>,2012-11-26
1008745,1-vinylcyclohexene,1-乙烯[基]環己烯,,CH<Sub>2</Sub><Font>=CHC</Font><Sub>6</Sub><Font>H</Font><Sub>9</Sub>,2012-11-26
